,Actual,Mean_Simulation,Simulated_24,Simulated_27,Simulated_30,Simulated_28,Simulated_12,Simulated_23,Simulated_4,Simulated_37,Simulated_18,Simulated_20,Simulated_35,Simulated_11,Simulated_13,Simulated_15,Simulated_19,Simulated_25,Simulated_3,Simulated_44,Simulated_17,Simulated_34,Simulated_22,Simulated_42,Simulated_0,Simulated_43,Simulated_32,Simulated_49,Simulated_21,Simulated_40,Simulated_46,Simulated_10,Simulated_47,Simulated_48,Simulated_33,Simulated_1,Simulated_29,Simulated_14,Simulated_26,Simulated_9,Simulated_6,Simulated_8,Simulated_38,Simulated_16,Simulated_7,Simulated_41,Simulated_2,Simulated_36,Simulated_5,Simulated_45,Simulated_39,Simulated_31,StdDev_Simulated_0,StdDev_Simulated_1,StdDev_Simulated_2,StdDev_Simulated_3,StdDev_Simulated_4,StdDev_Simulated_5,StdDev_Simulated_6,StdDev_Simulated_7,StdDev_Simulated_8,StdDev_Simulated_9,StdDev_Simulated_10,StdDev_Simulated_11,StdDev_Simulated_12,StdDev_Simulated_13,StdDev_Simulated_14,StdDev_Simulated_15,StdDev_Simulated_16,StdDev_Simulated_17,StdDev_Simulated_18,StdDev_Simulated_19,StdDev_Simulated_20,StdDev_Simulated_21,StdDev_Simulated_22,StdDev_Simulated_23,StdDev_Simulated_24,StdDev_Simulated_25,StdDev_Simulated_26,StdDev_Simulated_27,StdDev_Simulated_28,StdDev_Simulated_29,StdDev_Simulated_30,StdDev_Simulated_31,StdDev_Simulated_32,StdDev_Simulated_33,StdDev_Simulated_34,StdDev_Simulated_35,StdDev_Simulated_36,StdDev_Simulated_37,StdDev_Simulated_38,StdDev_Simulated_39,StdDev_Simulated_40,StdDev_Simulated_41,StdDev_Simulated_42,StdDev_Simulated_43,StdDev_Simulated_44,StdDev_Simulated_45,StdDev_Simulated_46,StdDev_Simulated_47,StdDev_Simulated_48,StdDev_Simulated_49
26,89784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
27,92879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
28,93680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
29,95541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
30,95402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
31,96726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
32,98127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
33,98899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
34,98936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
35,94642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
36,95731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
37,98144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
38,98558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
39,99052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
40,99459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
41,100386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
42,99326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
43,63745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
44,102145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
45,68658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
46,66863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
47,66772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
48,67183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
49,67459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
50,68722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
51,69429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
52,69798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
53,71737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10518.975717453444,13641.351038090814,28888.387127130343,9115.359558581007,6455.196494488427,31160.97017054388,17248.121195025058,24915.744616425065,17406.37403989582,15311.505863657867,11831.83105701618,7598.017476122709,5570.8754688322615,8197.33175375518,14697.451697109034,8312.121151388581,20271.39189130179,9768.269611276812,6490.538475507227,8872.539764129704,6556.53342952989,11115.155281310805,10220.011066495761,5755.436499609525,4489.216554295463,9007.72880955502,14764.457370263026,5159.5564387135555,5382.862355992018,13830.720549987487,5265.163699643621,54021.51198814989,10948.342592424295,13308.915641582053,10171.167995800093,7059.476440650288,30639.171678005277,6489.001797297903,19053.035601243355,32324.40067317201,11538.032051886941,26448.742720558832,10348.452155535877,10586.366532068434,9468.668888584209,31589.7410754329,11647.588092112013,12390.1802379257,13307.609220541573,10959.16185107523
